county_code,county_name,city,postal_code,crime_risk,hail_risk,flood_risk,wind_risk,fire_risk,dist_fire_station_km,dist_hydrant_km,dist_police_km,dist_coast_km,dist_danube_km
BV,Brasov,Sacele,353534,0.29,0.657,0.394,0.477,0.399,0.31,1.58,5.84,398.46,116.67
BV,Brasov,Sacele,323691,0.303,0.588,0.329,0.435,0.499,0.08,7.5,5.22,339.56,236.0
IF,Ilfov,Chitila,764616,0.438,0.38,0.374,0.33,0.357,0.1,2.93,10.49,507.4,318.11
BZB,Bucuresti,Sector 6,682516,0.587,0.37,0.256,0.368,0.39,0.05,0.58,0.67,108.11,71.51
PH,Prahova,Campina,972676,0.566,0.389,0.325,0.4,0.398,0.31,1.84,1.45,160.82,303.57
TM,Timis,Sannicolau Mare,492536,0.582,0.451,0.295,0.403,0.396,0.05,1.01,1.47,93.91,326.76
MS,Mures,Targu Mures,838851,0.398,0.477,0.311,0.432,0.402,0.07,7.5,6.58,450.72,44.43
BT,Botosani,Botosani,137584,0.431,0.488,0.398,0.429,0.456,0.46,7.5,7.68,156.45,109.65
BZB,Bucuresti,Sector 6,753336,0.587,0.353,0.252,0.37,0.304,0.12,0.36,1.07,549.56,223.02
BZB,Bucuresti,Sector 6,661363,0.662,0.36,0.243,0.307,0.393,0.09,0.35,1.63,331.67,51.37
BV,Brasov,Sacele,570181,0.341,0.599,0.384,0.433,0.394,0.21,1.18,2.45,410.1,62.96
SB,Sibiu,Medias,420248,0.32,0.496,0.318,0.42,0.443,0.11,2.77,4.17,140.62,110.66
BC,Bacau,Moinesti,310895,0.448,0.381,0.457,0.397,0.365,0.43,1.69,3.63,404.6,344.37
PH,Prahova,Sinaia,227882,0.554,0.429,0.316,0.312,0.373,0.1,0.41,1.3,285.34,363.65
DJ,Dolj,Craiova,845182,0.454,0.362,0.362,0.41,0.395,3.32,6.83,7.13,514.3,300.15
IS,Iasi,Pascani,402437,0.559,0.366,0.341,0.355,0.402,1.26,0.42,1.33,97.25,152.0
DJ,Dolj,Bailesti,313054,0.391,0.328,0.398,0.403,0.398,0.06,6.12,5.57,385.23,162.73
IF,Ilfov,Voluntari,643767,0.495,0.386,0.339,0.35,0.354,0.06,6.28,7.11,504.4,84.72
MM,Maramures,Baia Mare,273447,0.372,0.512,0.374,0.382,0.48,0.24,0.97,14.04,547.0,210.29
BV,Brasov,Brasov,767547,0.278,0.68,0.314,0.448,0.402,0.22,3.48,8.13,92.79,96.03
SV,Suceava,Suceava,190642,0.313,0.471,0.374,0.465,0.439,0.19,2.91,10.81,376.43,325.77
BZB,Bucuresti,Sector 6,417529,0.745,0.316,0.25,0.343,0.309,0.67,0.38,4.95,435.98,153.26
BZ,Buzau,Ramnicul Sarat,523997,0.378,0.445,0.43,0.348,0.337,0.29,1.91,10.34,555.6,243.39
CL,Calarasi,Calarasi,236957,0.365,0.323,0.413,0.346,0.373,0.29,4.04,12.98,206.93,19.99
CJ,Cluj,Cluj-Napoca,919310,0.453,0.371,0.29,0.365,0.405,0.3,0.46,3.46,276.16,237.82
SB,Sibiu,Sibiu,466433,0.345,0.492,0.284,0.409,0.392,0.24,3.38,7.5,217.47,117.4
TM,Timis,Timisoara,599707,0.486,0.358,0.304,0.386,0.317,0.44,1.26,0.31,331.25,73.95
IF,Ilfov,Chitila,348483,0.534,0.298,0.389,0.379,0.313,0.33,0.81,6.12,424.01,355.75
SM,Satu Mare,Carei,410961,0.441,0.441,0.279,0.433,0.379,0.09,1.11,17.69,490.57,202.44
VS,Vaslui,Barlad,634434,0.444,0.424,0.431,0.356,0.429,0.13,2.78,0.55,367.13,41.44
GR,Giurgiu,Giurgiu,723260,0.463,0.3,0.519,0.381,0.388,0.17,1.25,6.83,332.78,1.9
IF,Ilfov,Otopeni,569778,0.49,0.311,0.354,0.37,0.36,0.3,0.84,8.25,494.14,138.39
CJ,Cluj,Dej,710490,0.541,0.363,0.269,0.353,0.405,0.09,0.63,2.0,327.81,288.78
SJ,Salaj,Zalau,562420,0.414,0.452,0.287,0.458,0.325,0.12,1.88,2.74,97.04,246.94
GJ,Gorj,Motru,756575,0.353,0.41,0.425,0.387,0.367,0.13,7.5,0.7,579.48,301.68
TR,Teleorman,Turnu Magurele,634790,0.456,0.369,0.329,0.404,0.324,0.14,2.37,12.26,141.63,176.31
SB,Sibiu,Sibiu,656737,0.339,0.506,0.308,0.437,0.366,0.12,6.4,4.73,119.07,126.19
IS,Iasi,Pascani,523420,0.596,0.414,0.314,0.408,0.344,0.15,0.33,0.17,85.25,73.77
BH,Bihor,Oradea,158374,0.355,0.394,0.304,0.434,0.386,0.12,2.79,18.0,299.64,285.56
TL,Tulcea,Babadag,779528,0.347,0.283,0.539,0.687,0.364,0.18,2.71,10.14,10.06,24.74
CJ,Cluj,Cluj-Napoca,608550,0.528,0.463,0.252,0.327,0.381,0.17,0.56,1.86,83.95,62.27
BZB,Bucuresti,Sector 5,305334,0.722,0.337,0.252,0.302,0.377,0.84,0.62,0.57,477.02,161.87
BZB,Bucuresti,Sector 4,203700,0.637,0.312,0.257,0.368,0.39,0.55,0.56,1.19,361.51,33.55
AG,Arges,Curtea de Arges,497341,0.414,0.435,0.37,0.34,0.364,0.11,1.38,3.79,539.41,108.74
BT,Botosani,Dorohoi,654247,0.347,0.481,0.42,0.423,0.457,0.21,3.13,3.66,353.98,184.16
DB,Dambovita,Gaesti,250474,0.416,0.43,0.41,0.353,0.415,0.16,5.28,10.75,230.01,311.16
TM,Timis,Timisoara,427926,0.526,0.342,0.275,0.344,0.327,0.22,0.17,0.71,555.63,234.67
VN,Vrancea,Adjud,370325,0.414,0.386,0.426,0.333,0.395,0.24,1.86,18.0,489.8,321.09
HR,Harghita,Odorheiu Secuiesc,387698,0.259,0.661,0.382,0.438,0.428,0.1,4.66,1.76,496.45,299.3
BZB,Bucuresti,Sector 4,908111,0.639,0.366,0.198,0.348,0.355,0.45,0.23,1.44,184.01,96.85
BZB,Bucuresti,Sector 1,209764,0.73,0.328,0.236,0.366,0.325,0.58,0.37,1.9,298.45,304.87
BZB,Bucuresti,Sector 1,934092,0.657,0.281,0.236,0.311,0.308,0.13,0.48,0.74,223.59,178.35
SJ,Salaj,Zalau,695401,0.412,0.43,0.338,0.415,0.353,0.14,4.39,14.0,163.62,119.35
HR,Harghita,Odorheiu Secuiesc,890634,0.325,0.567,0.329,0.544,0.471,1.38,1.46,13.89,553.55,100.68
SB,Sibiu,Medias,886722,0.362,0.543,0.301,0.483,0.397,0.07,0.98,1.77,570.72,216.84
BZB,Bucuresti,Sector 4,915132,0.734,0.336,0.251,0.356,0.319,0.11,0.48,1.09,478.32,264.74
HR,Harghita,Miercurea Ciuc,890729,0.301,0.512,0.37,0.413,0.447,0.09,1.81,2.39,411.47,102.17
BZB,Bucuresti,Sector 4,281274,0.678,0.353,0.243,0.331,0.386,2.13,1.24,4.55,324.25,102.94
SM,Satu Mare,Satu Mare,249017,0.341,0.393,0.284,0.407,0.352,0.11,0.2,18.0,450.75,263.04
DJ,Dolj,Craiova,119550,0.402,0.332,0.356,0.426,0.315,0.12,7.5,1.13,107.49,328.97
MS,Mures,Sighisoara,531108,0.329,0.492,0.321,0.35,0.401,0.07,2.18,4.33,317.78,163.33
IS,Iasi,Pascani,404224,0.527,0.341,0.31,0.41,0.346,0.3,1.49,1.55,513.24,165.34
CJ,Cluj,Cluj-Napoca,389238,0.488,0.37,0.253,0.392,0.372,0.15,1.25,1.25,234.22,223.35
BC,Bacau,Bacau,869447,0.501,0.378,0.433,0.412,0.441,0.18,7.5,6.03,233.16,194.8
CJ,Cluj,Turda,889125,0.483,0.384,0.284,0.342,0.348,0.84,0.8,0.21,494.11,131.8
SV,Suceava,Suceava,524612,0.409,0.479,0.414,0.421,0.445,0.14,4.35,7.95,169.7,384.68
TM,Timis,Sannicolau Mare,765571,0.518,0.371,0.261,0.365,0.355,1.28,0.25,1.16,89.67,179.21
BN,Bistrita-Nasaud,Nasaud,196989,0.16,0.345,0.159,0.207,0.211,0.17,2.71,7.71,98.12,88.43
DJ,Dolj,Craiova,539227,0.376,0.391,0.395,0.424,0.396,0.15,7.5,15.19,448.89,112.09
TL,Tulcea,Tulcea,450697,0.415,0.263,0.628,0.54,0.371,0.11,3.38,0.72,11.01,22.35
HD,Hunedoara,Petrosani,905053,0.324,0.497,0.35,0.406,0.484,0.09,6.93,3.31,409.51,71.88
TM,Timis,Sannicolau Mare,312088,0.514,0.419,0.273,0.433,0.37,0.12,0.35,0.54,300.01,332.35
BZB,Bucuresti,Sector 1,944825,0.716,0.284,0.221,0.318,0.371,0.09,1.15,1.73,185.18,38.88
IF,Ilfov,Voluntari,972309,0.442,0.34,0.322,0.382,0.331,0.43,1.22,11.85,332.96,142.16
CT,Constanta,Medgidia,553591,0.363,0.222,0.601,0.533,0.322,0.4,3.22,2.94,29.91,13.41
IL,Ialomita,Fetesti,685499,0.422,0.34,0.36,0.429,0.388,0.19,2.06,5.57,248.94,369.82
TL,Tulcea,Tulcea,916376,0.416,0.241,0.673,0.53,0.387,0.06,1.13,3.96,14.12,8.2
VS,Vaslui,Barlad,273550,0.414,0.348,0.333,0.348,0.415,0.74,6.07,18.0,337.48,44.7
AB,Alba,Alba Iulia,644236,0.292,0.56,0.332,0.454,0.41,0.14,7.5,2.19,320.48,303.92
TM,Timis,Timisoara,308886,0.463,0.362,0.315,0.377,0.343,0.07,0.37,0.33,450.9,205.02
BZB,Bucuresti,Sector 1,884496,0.678,0.368,0.246,0.336,0.378,0.22,0.68,2.08,246.15,267.51
NT,Neamt,Piatra Neamt,898746,0.369,0.454,0.342,0.389,0.374,0.7,6.77,0.93,473.9,141.49
SB,Sibiu,Sibiu,840179,0.311,0.546,0.308,0.415,0.435,0.1,7.5,9.84,361.51,30.98
SJ,Salaj,Zalau,467928,0.421,0.484,0.307,0.394,0.392,0.22,7.5,13.66,409.01,349.77
SB,Sibiu,Medias,173090,0.37,0.55,0.369,0.474,0.469,0.44,3.2,7.21,494.07,354.3
OT,Olt,Caracal,720235,0.419,0.387,0.406,0.372,0.358,0.4,1.44,6.69,289.07,367.95
HD,Hunedoara,Petrosani,317888,0.293,0.588,0.281,0.376,0.481,0.1,7.5,7.68,281.45,233.41
NT,Neamt,Roman,215694,0.422,0.484,0.417,0.517,0.404,0.06,3.9,18.0,501.02,62.06
DB,Dambovita,Targoviste,483635,0.369,0.456,0.396,0.372,0.416,0.33,1.73,3.2,514.58,227.18
CT,Constanta,Mangalia,837871,0.433,0.252,0.626,0.543,0.402,0.16,3.44,6.47,3.92,24.08
CJ,Cluj,Turda,432763,0.48,0.432,0.275,0.392,0.407,0.27,0.2,2.54,207.88,33.38
SV,Suceava,Radauti,619417,0.387,0.467,0.326,0.374,0.415,0.09,7.5,13.01,373.2,190.03
AR,Arad,Arad,899668,0.417,0.448,0.344,0.388,0.362,0.18,0.2,5.05,168.32,349.3
BZ,Buzau,Ramnicul Sarat,935784,0.458,0.394,0.401,0.401,0.406,0.06,3.43,9.77,234.46,323.61
CT,Constanta,Medgidia,963454,0.381,0.242,0.671,0.512,0.393,0.27,7.44,18.0,9.48,10.13
GR,Giurgiu,Giurgiu,722848,0.4,0.372,0.476,0.466,0.346,0.08,7.5,14.65,338.27,19.78
VL,Valcea,Ramnicu Valcea,741357,0.439,0.396,0.346,0.328,0.394,0.25,0.89,3.5,266.55,88.62
AR,Arad,Ineu,374844,0.381,0.437,0.319,0.428,0.375,0.36,4.17,18.0,177.19,336.81
MM,Maramures,Sighetu Marmatiei,226106,0.289,0.615,0.352,0.383,0.476,0.28,0.8,10.91,599.95,320.29
OT,Olt,Slatina,718706,0.488,0.299,0.321,0.407,0.319,0.3,2.97,1.11,168.91,88.73
HR,Harghita,Odorheiu Secuiesc,207348,0.313,0.689,0.376,0.49,0.436,0.27,3.22,18.0,172.53,125.71
BC,Bacau,Moinesti,899579,0.408,0.367,0.447,0.455,0.367,0.11,1.51,9.84,430.78,318.7
BN,Bistrita-Nasaud,Nasaud,491768,0.166,0.318,0.157,0.242,0.236,0.17,1.36,16.81,511.3,226.34
VN,Vrancea,Focsani,983674,0.484,0.415,0.365,0.349,0.402,0.61,0.77,2.18,137.96,154.7
MH,Mehedinti,Drobeta-Turnu Severin,246058,0.202,0.196,0.314,0.245,0.165,0.22,3.6,18.0,475.72,11.5
CT,Constanta,Constanta,535114,0.392,0.261,0.717,0.564,0.372,0.27,2.72,1.78,9.43,20.61
BC,Bacau,Onesti,793475,0.406,0.433,0.383,0.422,0.46,0.66,5.89,0.74,348.25,321.33
MS,Mures,Sighisoara,284138,0.321,0.547,0.255,0.447,0.438,0.08,3.91,1.14,390.73,191.85
BZB,Bucuresti,Sector 6,992099,0.63,0.317,0.239,0.327,0.374,0.16,0.18,5.16,338.52,330.84
AB,Alba,Sebes,160986,0.329,0.576,0.295,0.412,0.462,0.13,1.31,9.79,134.94,330.23
CJ,Cluj,Cluj-Napoca,628661,0.562,0.46,0.24,0.39,0.422,0.51,0.81,1.9,218.19,363.11
IS,Iasi,Pascani,780935,0.517,0.347,0.304,0.371,0.345,0.13,0.67,0.53,289.93,298.21
IL,Ialomita,Fetesti,502331,0.45,0.301,0.368,0.329,0.346,0.64,5.31,5.45,183.11,45.69
BT,Botosani,Dorohoi,427562,0.46,0.505,0.355,0.34,0.432,0.05,5.05,1.69,457.53,236.9
AB,Alba,Alba Iulia,856748,0.278,0.613,0.294,0.412,0.374,0.19,0.67,1.76,393.01,123.97
TM,Timis,Timisoara,535746,0.593,0.354,0.289,0.416,0.368,0.06,0.25,2.6,264.31,175.35
CJ,Cluj,Cluj-Napoca,869072,0.488,0.463,0.302,0.366,0.363,0.14,1.05,0.61,563.9,57.54
CJ,Cluj,Cluj-Napoca,897519,0.458,0.391,0.313,0.398,0.422,0.43,0.89,1.74,391.72,196.11
PH,Prahova,Sinaia,106300,0.449,0.406,0.302,0.354,0.376,0.87,1.01,1.04,216.41,313.31
TM,Timis,Sannicolau Mare,318133,0.485,0.444,0.265,0.436,0.347,0.11,0.29,0.68,406.71,314.51
AB,Alba,Sebes,634013,0.35,0.605,0.316,0.424,0.368,0.07,7.5,2.76,516.55,243.23
BZB,Bucuresti,Sector 2,307752,0.752,0.298,0.256,0.344,0.314,0.24,0.22,2.31,519.64,72.61
MH,Mehedinti,Drobeta-Turnu Severin,280080,0.205,0.149,0.34,0.257,0.173,0.4,7.5,15.27,370.94,17.31
MM,Maramures,Sighetu Marmatiei,753751,0.291,0.503,0.322,0.414,0.458,1.07,3.44,10.84,569.27,129.64
TM,Timis,Lugoj,137974,0.501,0.419,0.298,0.411,0.389,0.45,1.15,4.01,421.41,176.0
GL,Galati,Galati,259101,0.361,0.371,0.55,0.459,0.431,0.28,7.27,18.0,93.42,7.36
BV,Brasov,Sacele,472073,0.335,0.544,0.305,0.514,0.5,0.12,2.97,5.39,178.51,363.84
PH,Prahova,Sinaia,764460,0.438,0.45,0.303,0.336,0.364,0.06,0.23,1.0,426.72,301.34
MS,Mures,Targu Mures,204455,0.343,0.525,0.322,0.379,0.451,1.42,7.5,10.47,548.75,336.54
VN,Vrancea,Focsani,924948,0.456,0.341,0.379,0.388,0.46,0.36,2.71,2.92,449.04,164.14
CJ,Cluj,Dej,665615,0.568,0.401,0.264,0.371,0.396,0.25,0.81,2.46,384.37,323.93
CS,Caras-Severin,Resita,836486,0.143,0.265,0.15,0.193,0.245,0.5,1.78,8.12,536.53,158.89
TR,Teleorman,Turnu Magurele,837691,0.424,0.31,0.356,0.43,0.373,0.83,5.46,3.07,467.23,147.74
CT,Constanta,Medgidia,423639,0.382,0.217,0.589,0.627,0.392,0.07,2.15,14.44,29.22,6.49
IL,Ialomita,Slobozia,924310,0.44,0.358,0.424,0.357,0.314,0.06,5.52,11.21,384.12,81.44
VL,Valcea,Dragasani,476990,0.427,0.458,0.352,0.373,0.402,0.31,2.86,2.25,242.79,297.21
SB,Sibiu,Sibiu,399947,0.303,0.539,0.348,0.386,0.473,0.12,6.45,4.66,107.33,85.18
BC,Bacau,Bacau,567672,0.491,0.347,0.434,0.392,0.453,0.33,7.5,18.0,260.09,327.26
IS,Iasi,Pascani,377926,0.546,0.417,0.348,0.338,0.413,0.2,0.67,2.09,213.93,65.65
DJ,Dolj,Craiova,880268,0.441,0.349,0.401,0.327,0.39,0.12,3.25,12.91,464.28,179.75
AB,Alba,Alba Iulia,679380,0.345,0.616,0.291,0.471,0.452,0.38,3.32,3.25,445.87,100.87
CJ,Cluj,Turda,910999,0.496,0.432,0.313,0.342,0.389,0.35,0.11,1.5,161.82,182.05
TM,Timis,Lugoj,509491,0.489,0.39,0.271,0.427,0.389,0.23,0.1,1.03,87.64,272.67
MS,Mures,Targu Mures,650366,0.327,0.44,0.272,0.366,0.361,0.08,0.73,18.0,259.1,296.58
HD,Hunedoara,Hunedoara,126548,0.33,0.518,0.332,0.383,0.423,0.09,4.15,18.0,118.03,284.25
IF,Ilfov,Otopeni,832410,0.48,0.402,0.323,0.402,0.343,0.12,7.36,7.34,345.14,110.34
NT,Neamt,Roman,462327,0.344,0.428,0.423,0.393,0.403,0.1,0.3,0.84,176.44,110.25
CT,Constanta,Mangalia,677647,0.365,0.265,0.612,0.545,0.323,0.22,3.01,2.56,12.41,10.97
CJ,Cluj,Cluj-Napoca,497690,0.51,0.436,0.289,0.327,0.371,0.41,0.13,0.48,121.04,264.29
IF,Ilfov,Chitila,105116,0.433,0.304,0.357,0.32,0.386,0.29,7.5,18.0,437.41,140.54
TL,Tulcea,Babadag,616541,0.428,0.285,0.718,0.601,0.314,0.12,2.11,3.39,16.49,23.67
TL,Tulcea,Tulcea,454319,0.409,0.255,0.627,0.52,0.372,0.13,1.45,18.0,27.91,12.7
BZB,Bucuresti,Sector 6,941523,0.7,0.291,0.202,0.347,0.375,0.19,0.38,0.28,447.03,148.54
BZB,Bucuresti,Sector 1,881656,0.665,0.333,0.248,0.389,0.356,2.11,0.62,2.87,592.17,68.99
HR,Harghita,Miercurea Ciuc,627984,0.334,0.639,0.322,0.526,0.472,0.63,6.54,13.51,590.93,99.19
TM,Timis,Timisoara,374402,0.453,0.459,0.259,0.35,0.388,0.17,1.08,4.21,439.42,292.92
BZ,Buzau,Buzau,590870,0.384,0.346,0.354,0.421,0.353,0.07,6.04,4.81,324.64,172.44
BV,Brasov,Sacele,271554,0.276,0.595,0.337,0.518,0.423,0.14,2.6,4.56,318.33,361.23
GL,Galati,Galati,749902,0.389,0.368,0.504,0.375,0.385,2.02,1.99,2.37,335.59,6.34
BN,Bistrita-Nasaud,Nasaud,729477,0.161,0.316,0.171,0.203,0.245,0.12,2.0,8.8,397.51,69.87
BT,Botosani,Botosani,754032,0.456,0.451,0.325,0.348,0.396,2.65,2.18,18.0,307.85,301.63
BT,Botosani,Botosani,498477,0.353,0.429,0.421,0.422,0.343,0.06,1.89,18.0,159.35,373.68
TM,Timis,Lugoj,315482,0.51,0.391,0.282,0.385,0.32,0.9,0.18,2.19,317.17,326.15
MS,Mures,Reghin,928628,0.373,0.542,0.296,0.361,0.449,0.2,1.85,9.94,286.81,251.09
BZB,Bucuresti,Sector 4,846375,0.678,0.32,0.193,0.334,0.401,0.94,0.42,0.75,443.83,34.93
SJ,Salaj,Zalau,120837,0.328,0.469,0.306,0.365,0.389,0.07,5.12,10.93,109.2,399.01
HR,Harghita,Miercurea Ciuc,746045,0.273,0.589,0.361,0.404,0.423,0.29,6.51,18.0,437.43,154.79
CJ,Cluj,Turda,981990,0.47,0.439,0.28,0.365,0.39,0.05,0.24,0.65,244.99,228.98
IF,Ilfov,Otopeni,174017,0.519,0.338,0.327,0.387,0.374,0.22,5.46,1.3,165.81,200.08
IF,Ilfov,Chitila,387646,0.435,0.374,0.366,0.345,0.401,0.11,4.66,4.25,184.21,297.89
MS,Mures,Reghin,980361,0.334,0.533,0.257,0.368,0.371,0.06,5.06,6.42,509.66,65.11
SB,Sibiu,Sibiu,984827,0.282,0.474,0.319,0.41,0.431,0.12,1.2,10.95,385.32,137.07
CT,Constanta,Medgidia,553151,0.384,0.257,0.715,0.567,0.396,0.07,2.61,14.26,24.57,17.47
NT,Neamt,Piatra Neamt,615204,0.377,0.569,0.381,0.428,0.474,0.22,5.42,4.68,524.61,276.27
TM,Timis,Lugoj,791109,0.496,0.459,0.263,0.382,0.398,2.14,1.46,0.89,334.52,292.32
BV,Brasov,Fagaras,436257,0.291,0.661,0.396,0.45,0.406,0.12,0.89,11.6,492.59,164.0
BZB,Bucuresti,Sector 1,872690,0.668,0.302,0.252,0.314,0.402,0.46,0.68,0.34,533.36,133.77
NT,Neamt,Roman,657737,0.363,0.473,0.377,0.479,0.427,0.94,3.73,18.0,215.47,290.96
BZB,Bucuresti,Sector 2,612364,0.724,0.279,0.232,0.379,0.362,0.1,0.31,0.36,507.29,43.13
TL,Tulcea,Tulcea,817528,0.443,0.24,0.589,0.674,0.379,0.37,2.19,9.05,3.85,20.46
TL,Tulcea,Babadag,481504,0.383,0.236,0.579,0.541,0.397,0.07,1.68,1.36,11.09,23.97
MH,Mehedinti,Drobeta-Turnu Severin,783129,0.219,0.154,0.285,0.252,0.191,0.25,6.21,0.26,185.19,13.44
AB,Alba,Aiud,309003,0.291,0.525,0.36,0.482,0.382,0.15,7.5,1.3,417.12,128.31
SV,Suceava,Radauti,567435,0.331,0.485,0.368,0.498,0.414,0.11,7.1,7.37,146.9,247.7
SM,Satu Mare,Satu Mare,326497,0.415,0.396,0.323,0.406,0.357,0.77,5.77,9.39,216.82,230.43
HD,Hunedoara,Petrosani,371976,0.282,0.552,0.277,0.411,0.409,0.23,4.83,1.5,118.54,134.32
CT,Constanta,Constanta,163918,0.442,0.28,0.645,0.67,0.373,0.16,4.25,16.71,4.73,20.18
TM,Timis,Sannicolau Mare,588707,0.604,0.386,0.311,0.416,0.375,1.84,1.38,0.15,103.31,279.31
IS,Iasi,Pascani,582960,0.535,0.326,0.294,0.404,0.345,0.79,0.27,2.17,537.7,378.28
DJ,Dolj,Craiova,141535,0.438,0.341,0.374,0.368,0.366,0.35,3.6,3.02,266.23,60.74
BV,Brasov,Fagaras,742864,0.306,0.606,0.306,0.427,0.436,0.12,3.02,12.99,397.87,236.38
BZ,Buzau,Buzau,644172,0.359,0.426,0.37,0.384,0.416,0.1,6.18,3.75,233.93,185.46
IS,Iasi,Iasi,858979,0.586,0.376,0.351,0.414,0.325,0.46,0.6,1.1,539.59,214.35
BH,Bihor,Alesd,214106,0.369,0.385,0.328,0.418,0.315,0.15,5.86,9.7,304.32,121.58
DJ,Dolj,Bailesti,841611,0.404,0.316,0.345,0.323,0.392,1.53,0.32,7.32,246.31,335.08
SV,Suceava,Radauti,355492,0.396,0.439,0.334,0.382,0.384,0.2,3.4,3.27,114.31,111.17
BT,Botosani,Dorohoi,410148,0.362,0.407,0.392,0.453,0.341,0.73,4.68,12.9,562.0,88.54
IL,Ialomita,Fetesti,687733,0.477,0.349,0.429,0.393,0.371,0.33,7.5,5.78,565.04,334.57
OT,Olt,Caracal,161878,0.399,0.324,0.348,0.394,0.389,0.66,3.41,5.22,435.59,180.96
BV,Brasov,Sacele,656950,0.318,0.573,0.395,0.525,0.461,0.06,2.53,3.29,92.21,83.59
CS,Caras-Severin,Resita,664979,0.149,0.264,0.175,0.25,0.221,0.17,0.49,18.0,374.76,155.8
BZB,Bucuresti,Sector 6,741486,0.604,0.361,0.235,0.349,0.324,0.39,0.32,1.16,279.11,43.27
BH,Bihor,Salonta,721683,0.424,0.354,0.298,0.408,0.37,0.1,6.2,4.6,557.83,355.59
CT,Constanta,Mangalia,881178,0.416,0.286,0.712,0.621,0.347,0.13,2.17,5.23,25.21,24.21
CS,Caras-Severin,Caransebes,669504,0.164,0.305,0.198,0.226,0.21,0.1,4.24,0.81,273.28,195.72
IF,Ilfov,Chitila,397833,0.52,0.395,0.352,0.399,0.395,0.2,2.42,1.71,371.48,196.9
BZ,Buzau,Buzau,452061,0.343,0.404,0.349,0.331,0.326,0.27,0.32,11.24,149.19,257.38
BC,Bacau,Bacau,835428,0.485,0.388,0.372,0.425,0.408,0.06,3.2,6.18,223.42,124.44
GL,Galati,Galati,824034,0.378,0.354,0.524,0.366,0.325,0.64,4.64,18.0,363.4,10.93
BZB,Bucuresti,Sector 5,144337,0.658,0.36,0.205,0.396,0.342,0.09,0.1,0.54,372.9,73.73
HD,Hunedoara,Petrosani,475983,0.299,0.48,0.313,0.409,0.451,0.27,3.36,1.83,163.38,350.5
PH,Prahova,Campina,238649,0.468,0.457,0.292,0.322,0.378,0.13,0.24,1.81,440.9,148.92
VN,Vrancea,Adjud,229745,0.394,0.43,0.427,0.376,0.425,0.09,2.08,4.52,544.87,388.33
BZB,Bucuresti,Sector 6,818952,0.632,0.281,0.22,0.329,0.366,0.15,0.61,1.13,386.81,124.46
PH,Prahova,Campina,606693,0.441,0.396,0.338,0.32,0.365,0.17,0.36,2.26,515.91,125.98
TR,Teleorman,Turnu Magurele,989308,0.483,0.361,0.336,0.332,0.326,0.39,2.76,4.36,550.75,52.41
CJ,Cluj,Turda,833319,0.453,0.389,0.314,0.421,0.41,0.19,0.46,3.06,166.33,306.28
AG,Arges,Pitesti,589425,0.349,0.347,0.345,0.423,0.391,0.13,2.46,3.37,434.95,350.84
BZB,Bucuresti,Sector 1,996933,0.673,0.279,0.207,0.318,0.329,0.29,0.71,0.83,105.52,35.33
PH,Prahova,Ploiesti,591627,0.497,0.442,0.269,0.358,0.424,0.34,1.11,3.28,377.64,248.48
BZB,Bucuresti,Sector 4,674564,0.574,0.357,0.214,0.372,0.325,0.25,0.76,1.32,228.95,156.42
PH,Prahova,Ploiesti,363349,0.43,0.432,0.311,0.324,0.427,0.12,0.39,2.56,573.23,359.61
SV,Suceava,Radauti,559462,0.354,0.531,0.313,0.436,0.439,0.5,5.08,1.15,155.2,155.74
DB,Dambovita,Gaesti,436545,0.396,0.392,0.374,0.403,0.335,0.07,2.92,3.39,189.14,82.84
VN,Vrancea,Focsani,614907,0.451,0.418,0.385,0.339,0.452,0.39,4.22,18.0,429.66,121.56
CT,Constanta,Constanta,465119,0.414,0.276,0.647,0.641,0.328,0.35,7.5,2.13,27.16,11.01
PH,Prahova,Sinaia,522904,0.535,0.41,0.266,0.395,0.393,0.2,0.73,1.46,498.62,131.4
TM,Timis,Lugoj,916021,0.601,0.433,0.292,0.402,0.309,0.22,0.62,0.39,390.24,204.87
VS,Vaslui,Barlad,309019,0.383,0.381,0.371,0.337,0.388,0.11,0.65,1.62,432.31,392.23
BH,Bihor,Salonta,591709,0.458,0.353,0.371,0.395,0.373,0.43,4.68,4.3,90.78,132.44
IF,Ilfov,Voluntari,642883,0.456,0.326,0.316,0.346,0.311,0.47,0.4,11.14,335.82,92.0
AR,Arad,Arad,662985,0.381,0.381,0.316,0.433,0.339,0.08,4.31,0.86,248.19,209.67
BZB,Bucuresti,Sector 1,197579,0.734,0.347,0.212,0.379,0.358,0.1,0.71,1.92,423.35,333.35
IS,Iasi,Iasi,415478,0.479,0.408,0.284,0.353,0.394,1.12,0.15,1.27,459.52,306.78
BC,Bacau,Onesti,603482,0.415,0.399,0.459,0.351,0.411,0.09,3.25,15.18,586.58,327.93
BZB,Bucuresti,Sector 3,270507,0.775,0.306,0.194,0.343,0.323,0.47,0.93,1.74,535.33,220.74
CT,Constanta,Mangalia,771505,0.442,0.246,0.565,0.689,0.335,0.08,7.5,3.23,15.73,17.61
TL,Tulcea,Tulcea,601708,0.42,0.285,0.564,0.535,0.377,0.33,3.98,3.52,26.91,21.09
IS,Iasi,Pascani,700177,0.574,0.329,0.318,0.368,0.42,2.54,0.33,0.36,278.46,358.59
DB,Dambovita,Targoviste,708801,0.408,0.411,0.373,0.373,0.42,0.3,7.5,10.25,460.69,118.72
